id,data_urls,authority_type,authority_name,program_title,program_url,item,technology_if_selected_other,short_description.en,program_status,program_start_raw,program_end_raw,payment_methods,rebate_value,amount.type,amount.number,amount.unit,amount.minimum,amount.maximum,amount.representative,bonus_description,equipment_standards_restrictions,equipment_capacity_restrictions,contractor_restrictions,income_restrictions,tax_filing_status_restrictions,owner_status,other_restrictions,stacking_details,financing_details,editorial_notes
CO-220,https://pvrea.coop/for-members/rebates/outdoor-power-equipment-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,electric_outdoor_equipment,,"25% of cost rebate for new Additional Batteries, purchased at time of other electronic purchase, up to $25",active,,,"account_credit, rebate",25% of cost up to $25,percent,0.25,,,25,,,,,,,,"homeowner, renter",New equipment only. Must be purchased at the same time as the other electric equipment is purchased. Replacement or battery-only purchases are not eligible.,,,
CO-221,https://pvrea.coop/for-members/rebates/ev-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,electric_vehicle_charger,,"50% of total equipment and installation costs for non-managed Level 2 EV Charger, up to $500. Limit 2 chargers per account.",active,,,"account_credit, rebate",50% of cost up to $500,percent,0.5,,,500,,,,,,,,homeowner,Permanently installed charger with a dedicated circuit breaker. Limit 2 chargers per account.,,,
CO-222,https://pvrea.coop/for-members/rebates/ev-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,electric_vehicle_charger,,"50% of total costs for Managed Level 2 EV Charger, up to $1000. Must enroll in either DrivEV Smart Charging Rewards or Time of Use program.",active,,,"account_credit, rebate",50% of cost up to $1000,percent,0.5,,,1000,,,,,,,,homeowner,Permanently installed charger with a dedicated circuit breaker. Limit 2 chargers per account. Must be enrolled in either DrivEV Smart Charging Rewards or Time-of-Use Rate program.,,,
CO-223,https://pvrea.coop/for-members/rebates/ev-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,electric_vehicle_charger,,"50% of total costs for publicly accessible Level 2 EV Charger, up to $1000. Must have the ability to record charge session data.",active,,,"account_credit, rebate",50% of cost up to $1000,percent,0.5,,,1000,,,,,,,,homeowner,Must be accessible to the public. Must have the ability to record charge session data.,,,
CO-224,https://pvrea.coop/for-members/rebates/ev-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,electric_vehicle_charger,,"Up to $7000 for publicy accessible Level 3 DC Fast EV Charger, depending on max output. Evaluated on a case-by-case basis.",active,,,"account_credit, rebate","Up to $7,000",dollar_amount,7000,,,,,,"50-75 kW max output – $3,000.
76-149 kW max output – $5,000.
150+ kW max output – $7000.",,,,,homeowner,"Must be accessible to the public.

Chargers at this level are evaluated on a case-by-case basis. Please contact the Energy Resources Department to see if your Level 3 charger qualifies.",,,
CO-225,https://pvrea.coop/for-members/rebates/appliance-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,non_heat_pump_clothes_dryer,Non-heat pump electric clothes dryer,$30 rebate for new ENERGY STAR rated electric clothes dryer,active,,,"account_credit, rebate",$30,dollar_amount,30,,,,,,Must be ENERGY STAR rated.,,,,,homeowner,,,,
CO-226,https://pvrea.coop/for-members/rebates/appliance-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,heat_pump_clothes_dryer,,$90 rebate for new ENERGY STAR rated hybrid heat pump (ventless) dryer,active,,,"account_credit, rebate",$90,dollar_amount,90,,,,,,Must be ENERGY STAR rated.,,,,,homeowner,,,,
CO-227,https://pvrea.coop/for-members/rebates/appliance-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,electric_stove,,"$100 rebate for electric 30"" or larger cooktops, electric to induction replacement",active,,,"account_credit, rebate",$100,dollar_amount,100,,,,,,"Must be 30"" or larger.",,,,,homeowner,,,,
CO-228,https://pvrea.coop/for-members/rebates/appliance-rebates/,utility,Poudre Valley REA,Rebates for Residential Customers,https://pvrea.coop/for-members/residential-services/rebates/,electric_stove,,"$350 rebate for electric 30"" or larger cooktops, gas to induction replacement or new construction",active,,,"account_credit, rebate",$350,dollar_amount,350,,,,,,"Must be 30"" or larger.",,,,,homeowner,Photo of old gas cooktop/range required.,,,
CO-229,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,non_heat_pump_clothes_dryer,Non-heat pump electric clothes dryer,$80 off for Energy Star rated clothes dryer.,active,1/1/2023,12/31/2023,unknown,80,dollar_amount,80,,,,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-230,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,heat_pump_clothes_dryer,,$90 off for Energy Star rated hybrid heat pump clothes dryer.,active,1/1/2023,12/31/2023,unknown,90,dollar_amount,90,,,,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-231,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,heat_pump_water_heater,,$350 off for heat pump water heater (30 gallon minimum).,active,1/1/2023,12/31/2023,unknown,350,dollar_amount,350,,,,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-232,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_outdoor_equipment,,25% off up to $150 for Energy Star rated snow blower and walk-behind mower.,active,1/1/2023,12/31/2023,unknown,25% of cost up to $150,percent,0.25,,,150,,,,,,,,"homeowner, renter",Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-233,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_outdoor_equipment,,"25% off up to $50 for Energy Star rated electric trimmers, pruners, blowers, and power-washers.",active,1/1/2023,12/31/2023,unknown,25% of cost up to $50,percent,0.25,,,50,,,,,,,,"homeowner, renter",Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-234,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,ebike,,25% off up to $150 for Energy Star rated electric bicycles.,active,1/1/2023,12/31/2023,unknown,25% of cost up to $150,percent,0.25,,,150,,,,,,,,"homeowner, renter",Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-235,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_outdoor_equipment,,"25% off up to $1,000 for Energy Star rated electric riding lawnmower.",active,1/1/2023,12/31/2023,unknown,25% of cost up to $1000,percent,0.25,,,1000,,,,,,,,"homeowner, renter",Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-236,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_outdoor_equipment,,50% off up to $25 for additional battery purchase.,active,1/1/2023,12/31/2023,unknown,50% of cost up to $25,percent,0.5,,,25,,,,,,,,"homeowner, renter",Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-237,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_outdoor_equipment,,25% off up to $100 for Energy Star rated electric chainsaws.,active,1/1/2023,12/31/2023,unknown,25% of cost up to $100,percent,0.25,,,100,,,,,,,,"homeowner, renter",Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-238,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,smart_thermostat,,Up to $50 off for Wifi enabled smart thermostat.,active,1/1/2023,12/31/2023,unknown,"$25 rebate for Wifi enabled smart thermostat, or $50 if member is enrolled in a managed rate (TOU).",dollar_amount,50,,25,50,,,,,,,,homeowner,"$50 rebate for Wifi enabled smart thermostat, or $50 if member is enrolled in a managed rate (TOU).

Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.",Members are only allowed 1 rebate per product type per year.,,
CO-239,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,evaporative_cooler,Evaporative Coolers,"$200 off for evaporative cooler with a minimum of 2,500 CFM.",active,1/1/2023,12/31/2023,unknown,$200,dollar_amount,200,,,,,,,"Minimum of 2,500 CFM.",,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-240,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,whole_house_fan,Whole House Fan,$100 off for whole house fan.,active,1/1/2023,12/31/2023,unknown,$100,dollar_amount,100,,,,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-241,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,battery_storage_installation,,$40/KW off for Electric Thermal Storage (ETS) unit.,active,1/1/2023,12/31/2023,unknown,$40/kw,dollars_per_unit,40,kilowatt,,,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-242,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,battery_storage_installation,,$12/KW off for Electric Thermal Storage (ETS) thermal slab.,active,1/1/2023,12/31/2023,unknown,$12/kw,dollars_per_unit,12,kilowatt,,,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-243,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,weatherization,,60% off up to $450 for roof insulation upgrade.,active,1/1/2023,12/31/2023,unknown,60% of cost up to $450,percent,0.6,,,450,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-244,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,weatherization,,60% off up to $350 for wall insulation upgrade.,active,1/1/2023,12/31/2023,unknown,60% of cost up to $350,percent,0.6,,,350,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-245,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,weatherization,,60% off up to $350 for floor insulation upgrade.,active,1/1/2023,12/31/2023,unknown,60% of cost up to $350,percent,0.6,,,350,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-246,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,heat_pump_air_conditioner_heater,,"50% off up to $2,300 for Tier 1 standard air-source heat pump (HSPF>= 9 SEER >=15).",active,1/1/2023,12/31/2023,unknown,"50% of cost up to $2,300",percent,0.5,,,2300,,,HSPF>= 9 SEER >=15,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-247,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,heat_pump_air_conditioner_heater,,"50% off up to $2,900 for Tier 2 cold climate air-source heat pump (HSPF>= 10 SEER >=16).",active,1/1/2023,12/31/2023,unknown,"50% of cost up to $2,300",percent,0.5,,,2900,,,HSPF>= 10 SEER >=16,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-248,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,new_electric_vehicle,,$500 off for qualifying plug-in electric vehicle.,active,1/1/2023,12/31/2023,unknown,500,dollar_amount,500,,,,,,,,,,,"homeowner, renter",Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-249,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,used_electric_vehicle,,$500 off for qualifying plug-in electric vehicle.,active,1/1/2023,12/31/2023,unknown,500,dollar_amount,500,,,,,,,,,,,"homeowner, renter",Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-250,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_vehicle_charger,,50% off up to $500 for equipment and electric service installation for Level 2 chargers (non-managed rate program).,active,1/1/2023,12/31/2023,unknown,50% of cost up to $500,percent,0.5,,,500,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-251,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_vehicle_charger,,"50% off up to $1,000 for equipment and electric service installation for Level 2 chargers (managed TOU rate program).",active,1/1/2023,12/31/2023,unknown,"50% of cost up to $1,000",percent,0.5,,,1000,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-252,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_vehicle_charger,,"50% off up to $3,000 for equipment and installation for Direct Current Fast Charger (DCFC) with 50KW peak output.",active,1/1/2023,12/31/2023,unknown,"50% of cost up to $3,000",percent,0.5,,,3000,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-253,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,electric_vehicle_charger,,"50% off up to $5,000 for equipment and installation for Direct Current Fast Charger (DCFC) with 100KW+ peak output.",active,1/1/2023,12/31/2023,unknown,"50% of cost up to $5,000",percent,0.5,,,5000,,,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-254,https://siea.com/wp-content/uploads/2022/01/RebatesUpdated_2023_1_25.pdf,utility,San Isabel Electric,San Isabel Electric,https://siea.com/rebates/,geothermal_heating_installation,,Up to $750/ton not to exceed 50% of equipment cost for ground-source heat pumps,active,1/1/2023,12/31/2023,unknown,$750/ton up to 50% of equipment cost,dollars_per_unit,750,ton,,,,An additional $100 per unit for ground-source heat pump powered by hot water (desuperheater).,,,,,,homeowner,Only Energy Star appliances will be accepted. The completed rebate request form and documentation must be received within 90 days of product purchase.,Members are only allowed 1 rebate per product type per year.,,
CO-255,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,heat_pump_air_conditioner_heater,,"$1,000/ton for Air Source Heat Pumps, capped at 50% of costs. See details for pricing for less than 2 or greater than 5 tons.",active,,,account_credit,"<=2 tons: $2,000
3-5 tons: $1000/ton
>5 tons: additional $500/ton
OR
50% of costs, whichever is lower",percent,0.5,,,,3000,$100/unit for Electric Thermal Storage backup,10 HSPF Minimum,"1 ton or 12,000 BTU/hour rated load capacity minimum",,,,homeowner,"Outdoor Mount ≤ 2 tons | $2000
Outdoor Mount 3 -5 tons | $1000/ton
Outdoor Mount over 5 tons | additional $500/ton

Permanent installations only; units do not qualify.

Representative amount based on 3 tons.","One installation per account per year. $20,000 rebate maximum per project.",,
CO-256,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,heat_pump_air_conditioner_heater,,"$1000/ton rebate for Air to Water Heat Pumps, capped at 50% of costs.",active,,,account_credit,$1000/ton capped at 50% of costs,percent,0.5,,,,3000,,,,,,,homeowner,Representative amount based on 3 tons.,"One installation per account per year. $20,000 rebate maximum per project.",,
CO-257,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,geothermal_heating_installation,,"$1000/ton rebate for new Ground Source Heat Pumps, capped at 50% of costs.",active,,,account_credit,$1000/ton capped at 50% of costs,percent,0.5,,,,3000,,,,,,,homeowner,Representative amount based on 3 tons.,"One installation per account per year. $20,000 rebate maximum per project.",,
CO-258,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,heat_pump_clothes_dryer,,$180 rebate for ENERGY STAR-certified Hybrid Heat Pump Dryer,active,,,account_credit,$180,dollar_amount,180,,,,,,,,,,,homeowner,"All appliances MUST be Energy Star Certified.
Rebates DO apply to new construction/purchases.",One of each appliance per account per year.,,
CO-259,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,whole_house_fan,Whole House Fan,$200 rebate for Whole House Fan. Replacement or new construction. Attic ventilation not eligible.,active,,,account_credit,$200,dollar_amount,200,,,,,,,,,,,homeowner,Replacement or new construction.,,,
CO-260,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,smart_thermostat,,$25 rebate per unit for electric Smart Thermostats,active,,,account_credit,$25,dollar_amount,25,,,,,,,,,,,homeowner,Limits two thermostats per member account; limit of 5 line voltage Smart thermostats per member account,,,
CO-261,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,electric_stove,,Up to $450 rebate for induction cooktop/range.,active,,,account_credit,"Transition from electric to induction | $150
Transition from natural gas or propane to induction; or new construction | $450",dollar_amount,450,,,,,,,,,,,homeowner,"Transition from natural gas or propane to induction cooktop; or new construction: $450
Transition from electric to induction: $150
Replacement of old gas cooktop/range requires proof of old unit. Photograph is sufficient.",,,
CO-262,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,heat_pump_water_heater,,$700 rebate for ENERGY STAR-certified Air Source Heat Pump Water Heater. Minimum 30 gallons.,active,,,account_credit,$700,dollar_amount,700,,,,,,"Must be Energy Star Certified, May have a backup resistance element",30 gallons and above,,,,homeowner,,,,
CO-263,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,other,Energy Audit,$100 rebate for Residential Energy Audit,active,1/1/2023,12/31/2023,rebate,$100,dollar_amount,100,,,,,,,,A minimum of a walkthrough energy audit must be performed by a RESNET or BPI certified auditor.,,,homeowner,Only available to member accounts with a residential electric rate,,,
CO-264,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,battery_storage_installation,,$30/kW rebate for Controlled Off-Peak Electric Thermal Storage (Minimum 1 kW),active,,,account_credit,$30/kW,dollars_per_unit,30,kilowatt,,,,,Units must be controlled by a timer or a master control system,Minimum qualifying load for ETS is 1 kW,,,,homeowner,,,,
CO-265,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,electric_outdoor_equipment,,50% of cost up to $500 rebate for non-riding Lawn Mower (36 Volt minimum or corded),active,,,account_credit,50% of cost up to $500,percent,0.5,,,500,,,,,,,,"homeowner, renter",New battery or corded equipment only. Minimum purchase price of $50. Multi-piece equipment combinations are eligible for individual rebate amounts provided $50 cost minimum is met,"Other than electric bikes, members are limited to one rebate per product type per year.

An aggregated maximum rebate of $600 per member account applies to listed equipment except riding lawnmowers.",,
CO-266,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,electric_outdoor_equipment,,25% of cost up to $1000 rebate for Electric Riding Mower (48 Volt minimum or corded),active,,,account_credit,25% of cost up to $1000,percent,0.25,,,1000,,,,,,,,"homeowner, renter",New battery or corded equipment only. Minimum purchase price of $50. Multi-piece equipment combinations are eligible for individual rebate amounts provided $50 cost minimum is met,"Other than electric bikes, members are limited to one rebate per product type per year.

An aggregated maximum rebate of $600 per member account applies to listed equipment except riding lawnmowers.",,
CO-267,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,electric_outdoor_equipment,,50% of cost up to $150 rebate for Snow Blower (36 Volt minimum or corded),active,,,account_credit,50% of cost up to $150,percent,0.5,,,150,,,,,,,,"homeowner, renter",New battery or corded equipment only. Minimum purchase price of $50. Multi-piece equipment combinations are eligible for individual rebate amounts provided $50 cost minimum is met,"Other than electric bikes, members are limited to one rebate per product type per year.

An aggregated maximum rebate of $600 per member account applies to listed equipment except riding lawnmowers.",,
CO-268,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,electric_outdoor_equipment,,50% of cost up to $100 rebate for Trimmer / Pruner / Leaf Blower / Power Washer (18 Volt Minimum or corded),active,,,account_credit,50% of cost up to $100,percent,0.5,,,100,,,,,,,,"homeowner, renter",New battery or corded equipment only. Minimum purchase price of $50. Multi-piece equipment combinations are eligible for individual rebate amounts provided $50 cost minimum is met,"Other than electric bikes, members are limited to one rebate per product type per year.

An aggregated maximum rebate of $600 per member account applies to listed equipment except riding lawnmowers.",,
CO-269,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,electric_outdoor_equipment,,50% of cost up to $100 rebate for Chainsaw (18 Volt Minimum or corded),active,,,account_credit,50% of cost up to $100,percent,0.5,,,100,,,,,,,,"homeowner, renter",New battery or corded equipment only. Minimum purchase price of $50. Multi-piece equipment combinations are eligible for individual rebate amounts provided $50 cost minimum is met,"Other than electric bikes, members are limited to one rebate per product type per year.

An aggregated maximum rebate of $600 per member account applies to listed equipment except riding lawnmowers.",,
CO-270,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,electric_outdoor_equipment,,50% of cost up to $25 rebate for Additional Batteries with Equipment,active,,,account_credit,50% of cost up to $25,percent,0.5,,,25,,,,,,,,"homeowner, renter",New battery or corded equipment only. Minimum purchase price of $50. Multi-piece equipment combinations are eligible for individual rebate amounts provided $50 cost minimum is met,"Other than electric bikes, members are limited to one rebate per product type per year.

An aggregated maximum rebate of $600 per member account applies to listed equipment except riding lawnmowers.",,
CO-271,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,electric_vehicle_charger,,"50% of costs up to $500 for EV charging equipment, and 50% up to $500 for installation, for Level 2 Residential Charger",active,,,account_credit,50% cost match up to $500 for equipment and $500 for installation,percent,0.5,,,1000,,,,,,,,homeowner,"EV charging installations require a dedicated circuit.
Limit one rebate per consumer account per year.
Equipment must be new; used equipment does not qualify.
Data collection capability not required, but encouraged",Limit two chargers per member account,,
CO-272,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,new_electric_vehicle,,"$750 rebate for new All Electric Plug-In Vehicle (EV), capped at 50% of purchase price",active,,,account_credit,$750 capped at 50% of price,percent,0.5,,,750,,,Has a maximum speed of at least 65 mph,"Has a gross vehicle weight rating of 8,500 pounds or less",,,,"homeowner, renter",Proof of registration in the same county as the SMPA account required,,,
CO-273,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,used_electric_vehicle,,"$750 rebate for used All Electric Plug-In Vehicle (EV), capped at 50% of purchase price",active,,,account_credit,$750 capped at 50% of price,percent,0.5,,,750,,,Has a maximum speed of at least 65 mph,"Has a gross vehicle weight rating of 8,500 pounds or less",,,,"homeowner, renter",Proof of registration in the same county as the SMPA account required,,,
CO-274,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,new_electric_vehicle,,"$250 rebate for new Plug-In Hybrid Electric Vehicle (PHEV), capped at 50% of purchase price",active,,,account_credit,$250 capped at 50% of price,percent,0.5,,,250,,,Has a maximum speed of at least 65 mph,"Has a gross vehicle weight rating of 8,500 pounds or less",,,,"homeowner, renter",Proof of registration in the same county as the SMPA account required,,,
CO-275,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,used_electric_vehicle,,"$250 rebate for used Plug-In Hybrid Electric Vehicle (PHEV), capped at 50% of purchase price",active,,,account_credit,$250 capped at 50% of price,percent,0.5,,,250,,,Has a maximum speed of at least 65 mph,"Has a gross vehicle weight rating of 8,500 pounds or less",,,,"homeowner, renter",Proof of registration in the same county as the SMPA account required,,,
CO-276,https://www.smpa.com/energy#berebates,utility,San Miguel Power Association,Residential and Commercial Rebates,https://www.smpa.com/energy#berebates,new_electric_vehicle,,"$250 rebate for new Neighborhood Electric Vehicle (NEV), capped at 50% of purchase price",active,,,account_credit,$250 capped at 50% of price,percent,0.5,,,250,,,Has a maximum speed of 25 mph,"Has a gross vehicle weight rating of 3,000 pounds or less",,,,"homeowner, renter",Proof of registration in the same county as the SMPA account required,,,
